"system/cpu/cpuidle/current_governor_ro","qcom"
"system/cpu/cpu0/cpuidle/state0/above","0"
"system/cpu/cpu0/cpuidle/state0/time","8623689465"
"system/cpu/cpu0/cpuidle/state0/power","0"
"system/cpu/cpu0/cpuidle/state0/residency","0"
"system/cpu/cpu0/cpuidle/state0/latency","43"
"system/cpu/cpu0/cpuidle/state0/usage","9768399"
"system/cpu/cpu0/cpuidle/state0/desc","wfi"
"system/cpu/cpu0/cpuidle/state0/below","8317715"
"system/cpu/cpu0/cpuidle/state0/name","C0"
"system/cpu/cpu0/uevent","OF_NAME=cpu
OF_FULLNAME=/cpus/cpu@0
OF_TYPE=cpu
OF_COMPATIBLE_0=qcom,kryo
OF_COMPATIBLE_N=1
MODALIAS=cpu:type:aarch64:feature:,0000,0001,0002,0003,0004,0005,0006,0007,0008,0009,000A,000B,000C,000F,0010,0014"
"system/cpu/cpu0/hotplug/target","0"
"system/cpu/cpu0/hotplug/state","211"
"system/cpu/cpu0/hotplug/fail","-1"
"system/cpu/cpu0/sched_load_boost","0"
"system/cpu/cpu0/power/runtime_active_time","0"
"system/cpu/cpu0/power/pm_qos_resume_latency_us","0"
"system/cpu/cpu0/power/runtime_status","unsupported"
"system/cpu/cpu0/power/autosuspend_delay_ms",""
"system/cpu/cpu0/power/runtime_suspended_time","0"
"system/cpu/cpu0/power/control","auto"
"system/cpu/cpu0/core_ctl/task_thres","4294967295"
"system/cpu/cpu0/core_ctl/max_cpus","4"
"system/cpu/cpu0/core_ctl/need_cpus","4"
"system/cpu/cpu0/core_ctl/offline_delay_ms","100"
"system/cpu/cpu0/core_ctl/active_cpus","4"
"system/cpu/cpu0/core_ctl/busy_down_thres","0 0 0 0 "
"system/cpu/cpu0/core_ctl/nr_prev_assist_thresh","4294967295"
"system/cpu/cpu0/core_ctl/not_preferred","CPU#0: 0
CPU#1: 0
CPU#2: 0
CPU#3: 0"
"system/cpu/cpu0/core_ctl/global_state","CPU0
,CPU: 0
,Online: 1
,Isolated: 0
,First CPU: 0
,Busy%: 7
,Is busy: 1
,Not preferred: 0
,Nr running: 1
,Active CPUs: 4
,Need CPUs: 4
,Nr isolated CPUs: 0
,Boost: 0
,OPBoost: 0
CPU1
,CPU: 1
,Online: 1
,Isolated: 0
,First CPU: 0
,Busy%: 5
,Is busy: 1
,Not preferred: 0
,Nr running: 1
,Active CPUs: 4
,Need CPUs: 4
,Nr isolated CPUs: 0
,Boost: 0
,OPBoost: 0
CPU2
,CPU: 2
,Online: 1
,Isolated: 0
,First CPU: 0
,Busy%: 3
,Is busy: 1
,Not preferred: 0
,Nr running: 1
,Active CPUs: 4
,Need CPUs: 4
,Nr isolated CPUs: 0
,Boost: 0
,OPBoost: 0
CPU3
,CPU: 3
,Online: 1
,Isolated: 0
,First CPU: 0
,Busy%: 1
,Is busy: 1
,Not preferred: 0
,Nr running: 1
,Active CPUs: 4
,Need CPUs: 4
,Nr isolated CPUs: 0
,Boost: 0
,OPBoost: 0
CPU4
,CPU: 4
,Online: 1
,Isolated: 1
,First CPU: 4
,Busy%: 0
,Is busy: 0
,Not preferred: 0
,Nr running: 1
,Active CPUs: 2
,Need CPUs: 2
,Nr isolated CPUs: 1
,Boost: 0
,OPBoost: 0
CPU5
,CPU: 5
,Online: 1
,Isolated: 0
,First CPU: 4
,Busy%: 26
,Is busy: 0
,Not preferred: 0
,Nr running: 1
,Active CPUs: 2
,Need CPUs: 2
,Nr isolated CPUs: 1
,Boost: 0
,OPBoost: 0
CPU6
,CPU: 6
,Online: 1
,Isolated: 0
,First CPU: 4
,Busy%: 3
,Is busy: 0
,Not preferred: 0
,Nr running: 1
,Active CPUs: 2
,Need CPUs: 2
,Nr isolated CPUs: 1
,Boost: 0
,OPBoost: 0
CPU7
,CPU: 7
,Online: 1
,Isolated: 1
,First CPU: 7
,Busy%: 0
,Is busy: 0
,Not preferred: 0
,Nr running: 0
,Active CPUs: 0
,Need CPUs: 0
,Nr isolated CPUs: 1
,Boost: 0
,OPBoost: 0"
"system/cpu/cpu0/core_ctl/min_cpus","1"
"system/cpu/cpu0/core_ctl/busy_up_thres","0 0 0 0 "
"system/cpu/cpu0/core_ctl/enable","0"
"system/cpu/cpu0/online","1"
"system/cpu/cpu0/topology/die_id","-1"
"system/cpu/cpu0/topology/physical_package_id","0"
"system/cpu/cpu0/topology/core_cpus_list","0"
"system/cpu/cpu0/topology/die_cpus_list","0"
"system/cpu/cpu0/topology/core_siblings","0f"
"system/cpu/cpu0/topology/core_siblings_list","0-3"
"system/cpu/cpu0/topology/package_cpus","0f"
"system/cpu/cpu0/topology/package_cpus_list","0-3"
"system/cpu/cpu0/topology/die_cpus","01"
"system/cpu/cpu0/topology/thread_siblings_list","0"
"system/cpu/cpu0/topology/core_id","0"
"system/cpu/cpu0/topology/core_cpus","01"
"system/cpu/cpu0/topology/thread_siblings","01"
"system/cpu/cpu0/cpu_capacity","325"
"system/cpu/cpu0/dcvsh_freq_limit","4294967295"
"system/cpu/cpu0/cache/uevent",""
"system/cpu/cpu0/cache/index2/uevent",""
"system/cpu/cpu0/cache/index2/shared_cpu_list","0"
"system/cpu/cpu0/cache/index2/type","Unified"
"system/cpu/cpu0/cache/index2/waiting_for_supplier","0"
"system/cpu/cpu0/cache/index2/level","2"
"system/cpu/cpu0/cache/index2/shared_cpu_map","01"
"system/cpu/cpu0/cache/index0/uevent",""
"system/cpu/cpu0/cache/index0/shared_cpu_list","0"
"system/cpu/cpu0/cache/index0/type","Data"
"system/cpu/cpu0/cache/index0/waiting_for_supplier","0"
"system/cpu/cpu0/cache/index0/level","1"
"system/cpu/cpu0/cache/index0/shared_cpu_map","01"
"system/cpu/cpu0/cache/index3/uevent",""
"system/cpu/cpu0/cache/index3/shared_cpu_list","0-7"
"system/cpu/cpu0/cache/index3/type","Unified"
"system/cpu/cpu0/cache/index3/waiting_for_supplier","0"
"system/cpu/cpu0/cache/index3/level","3"
"system/cpu/cpu0/cache/index3/shared_cpu_map","ff"
"system/cpu/cpu0/cache/index1/uevent",""
"system/cpu/cpu0/cache/index1/shared_cpu_list","0"
"system/cpu/cpu0/cache/index1/type","Instruction"
"system/cpu/cpu0/cache/index1/waiting_for_supplier","0"
"system/cpu/cpu0/cache/index1/level","1"
"system/cpu/cpu0/cache/index1/shared_cpu_map","01"
"system/cpu/cpu0/cache/waiting_for_supplier","0"
"system/cpu/cpu0/isolate","0"
"system/cpu/cpu0/waiting_for_supplier","0"
"system/cpu/cpu0/regs/identification/revidr_el1","0x0000000000000000"
"system/cpu/cpu0/regs/identification/midr_el1","0x00000000412fd050"
"system/cpu/modalias","cpu:type:aarch64:feature:,0000,0001,0002,0003,0004,0005,0006,0007,0008,0009,000A,000B,000C,000F,0010,0014"
